Job Title,Job Category,Company,Salary,Skills Required
Backend Developer,Web Development,TCS,18 LPA,"APIs, Flask, Django, SQL, Git"
Senior Data Scientist,Data Science,IBM,25 LPA,"Statistics, TensorFlow, Machine Learning, SQL, Python, Data Analysis, Pandas, PySpark"
Frontend Developer,Web Development,Cisco,15 LPA,"Git, HTML, JavaScript, Responsive Design, CSS"
AI Engineer,Artificial Intelligence,Infosys,30 LPA,"Computer Vision, NLP, Deep Learning"
AI Engineer,Artificial Intelligence,IBM,30 LPA,"Python, Computer Vision, NLP"
Database Administrator,Database Management,Infosys,20 LPA,"Oracle, Backup and Recovery, Performance Tuning"
Security Analyst,Cybersecurity,Microsoft,22 LPA,"Incident Response, Ethical Hacking, Network Security, Firewall Management"
Backend Developer,Web Development,Amazon,18 LPA,"Flask, Git, SQL, APIs, Django, Python, Next.js"
AI Engineer,Artificial Intelligence,Capgemini,35 LPA,"Computer Vision, NLP, Python, Deep Learning"
Frontend Developer,Web Development,Google,12 LPA,"CSS, JavaScript, HTML, React"
Digital Marketing Specialist,Digital Marketing,IBM,10 LPA,"SEO, Email Marketing, SEM"
Cloud Engineer,Cloud Computing,Cisco,32 LPA,"AWS, Docker, Cloud Security, Terraform"
Frontend Developer,Web Development,Cisco,18 LPA,"Responsive Design, JavaScript, React, Git, HTML, Bootstrap"
Frontend Developer,Web Development,Accenture,12 LPA,"JavaScript, HTML, Git, Responsive Design, React, Bootstrap"
Database Administrator,Database Management,Meta,15 LPA,"Database Design, Performance Tuning, SQL"
Data Analyst,Data Science,Amazon,20 LPA,"Excel, Statistics, Python, Tableau, Data Visualization, Hadoop"
Java Developer,Software Engineering,Accenture,18 LPA,"Java, Maven, OOP Concepts, SQL, Data Structures"
Cloud Engineer,Cloud Computing,Microsoft,25 LPA,"Cloud Security, Kubernetes, Linux, Terraform"
Security Analyst,Cybersecurity,Cisco,30 LPA,"Firewall Management, Python, Network Security"
Cloud Engineer,Cloud Computing,Microsoft,32 LPA,"Terraform, AWS, Cloud Security, Linux"
Security Analyst,Cybersecurity,Amazon,22 LPA,"Python, Firewall Management, Incident Response, Network Security"
Frontend Developer,Web Development,Capgemini,12 LPA,"HTML, Git, Responsive Design, React"
Database Administrator,Database Management,Accenture,18 LPA,"Backup and Recovery, Oracle, Performance Tuning, SQL, Database Design"
Data Analyst,Data Science,TCS,20 LPA,"Data Visualization, Tableau, Statistics, SQL, Python, Excel"
Frontend Developer,Web Development,Microsoft,18 LPA,"Responsive Design, Git, JavaScript, CSS, HTML"
Cloud Engineer,Cloud Computing,Capgemini,28 LPA,"AWS, Terraform, Cloud Security, Linux, Kubernetes"
Java Developer,Software Engineering,Meta,18 LPA,"Data Structures, Spring Boot, SQL, OOP Concepts, Java, Maven, JUnit"
Security Analyst,Cybersecurity,IBM,26 LPA,"Network Security, Incident Response, Ethical Hacking, SIEM"
Backend Developer,Web Development,Cisco,18 LPA,"APIs, Django, Python, Git, Flask"
Database Administrator,Database Management,Google,15 LPA,"Performance Tuning, SQL, Database Design, Oracle, Backup and Recovery"
Database Administrator,Database Management,Accenture,15 LPA,"SQL, Database Design, Oracle, PostgreSQL"
Database Administrator,Database Management,Capgemini,18 LPA,"Database Design, SQL, Performance Tuning, Backup and Recovery"
Java Developer,Software Engineering,Deloitte,20 LPA,"Java, Spring Boot, Data Structures, Maven"
DevOps Engineer,DevOps,Meta,24 LPA,"Kubernetes, AWS, Docker, Linux, CI/CD, Ansible"
Frontend Developer,Web Development,Cisco,12 LPA,"Responsive Design, CSS, React, HTML, Git, JavaScript"
Security Analyst,Cybersecurity,IBM,26 LPA,"Network Security, Ethical Hacking, Firewall Management, Cryptography"
AI Engineer,Artificial Intelligence,TCS,35 LPA,"Deep Learning, TensorFlow, Python, Computer Vision, PyTorch"
Data Analyst,Data Science,IBM,25 LPA,"Tableau, Statistics, Data Visualization, Excel, Python, PySpark"
Backend Developer,Web Development,Microsoft,18 LPA,"Flask, Git, Django, APIs, Python, SQL"
Frontend Developer,Web Development,Microsoft,12 LPA,"Git, JavaScript, HTML, Responsive Design, CSS, React, Bootstrap"
AI Engineer,Artificial Intelligence,Meta,30 LPA,"NLP, TensorFlow, Deep Learning, Computer Vision, Python"
Senior Data Scientist,Data Science,IBM,30 LPA,"Pandas, Python, Data Analysis, Statistics, SQL, PySpark"
Java Developer,Software Engineering,Meta,18 LPA,"SQL, Data Structures, Spring Boot, Java"
DevOps Engineer,DevOps,Capgemini,28 LPA,"Docker, Jenkins, Linux, CI/CD, Kubernetes"
Digital Marketing Specialist,Digital Marketing,Microsoft,10 LPA,"SEM, SEO, Email Marketing, Content Marketing, Google Analytics"
Data Analyst,Data Science,Deloitte,30 LPA,"Excel, Statistics, Data Visualization, Python, SQL, Tableau"
Database Administrator,Database Management,Google,15 LPA,"SQL, Backup and Recovery, Oracle, Database Design"
Security Analyst,Cybersecurity,Amazon,22 LPA,"Incident Response, Python, Firewall Management, Network Security, Ethical Hacking, Cryptography"
Database Administrator,Database Management,Microsoft,15 LPA,"SQL, Oracle, Backup and Recovery, Performance Tuning, Database Design"
DevOps Engineer,DevOps,Meta,32 LPA,"CI/CD, Jenkins, Docker, Kubernetes, Linux"
Senior Data Scientist,Data Science,Capgemini,20 LPA,"Data Analysis, TensorFlow, Pandas, Statistics, SQL, Machine Learning, Python"
Senior Data Scientist,Data Science,IBM,25 LPA,"Statistics, Data Analysis, Pandas, TensorFlow, SQL"
Java Developer,Software Engineering,Amazon,18 LPA,"OOP Concepts, Spring Boot, SQL, Data Structures, Java"
Backend Developer,Web Development,TCS,15 LPA,"SQL, APIs, Flask, Git, Python"
Data Analyst,Data Science,TCS,25 LPA,"Python, Data Visualization, Excel, SQL, Statistics, PySpark"
Data Analyst,Data Science,Amazon,30 LPA,"SQL, Tableau, Statistics, Excel, Python"
Senior Data Scientist,Data Science,Google,20 LPA,"SQL, Data Analysis, Machine Learning, TensorFlow, Python, Statistics, Hadoop"
Java Developer,Software Engineering,TCS,18 LPA,"SQL, Spring Boot, Data Structures, Maven, Java, OOP Concepts"
Data Analyst,Data Science,Accenture,25 LPA,"Data Visualization, Statistics, Excel, Tableau, Python, SQL, Hadoop"
Database Administrator,Database Management,Capgemini,18 LPA,"Backup and Recovery, SQL, Performance Tuning"
Security Analyst,Cybersecurity,Infosys,30 LPA,"Firewall Management, Network Security, Incident Response, Ethical Hacking, SIEM"
Senior Data Scientist,Data Science,TCS,25 LPA,"Statistics, Data Analysis, Machine Learning, Python, SQL, Pandas, PySpark"
Java Developer,Software Engineering,Amazon,18 LPA,"SQL, Maven, Spring Boot, Java, OOP Concepts, Data Structures, Hibernate"
Security Analyst,Cybersecurity,Cisco,30 LPA,"Ethical Hacking, Python, Firewall Management"
Java Developer,Software Engineering,Meta,14 LPA,"OOP Concepts, Spring Boot, Data Structures, SQL, Maven"
Security Analyst,Cybersecurity,Capgemini,30 LPA,"Python, Ethical Hacking, Network Security"
Senior Data Scientist,Data Science,TCS,20 LPA,"TensorFlow, Python, Statistics, Data Analysis, Pandas"
Backend Developer,Web Development,Meta,18 LPA,"Python, Flask, SQL, Django, APIs"
Java Developer,Software Engineering,Google,20 LPA,"Maven, SQL, OOP Concepts, Java, Data Structures"
Database Administrator,Database Management,Cisco,15 LPA,"Performance Tuning, SQL, Database Design, Backup and Recovery, Oracle"
Java Developer,Software Engineering,Google,14 LPA,"Maven, Data Structures, Spring Boot, SQL, Hibernate"
AI Engineer,Artificial Intelligence,Capgemini,35 LPA,"Python, Computer Vision, NLP"
Database Administrator,Database Management,Accenture,15 LPA,"Performance Tuning, Oracle, Database Design, SQL, Backup and Recovery"
Cloud Engineer,Cloud Computing,Capgemini,32 LPA,"Cloud Security, Terraform, Linux, Docker, Kubernetes"
AI Engineer,Artificial Intelligence,Deloitte,30 LPA,"Python, Deep Learning, Computer Vision, PyTorch"
Security Analyst,Cybersecurity,Accenture,22 LPA,"Firewall Management, Ethical Hacking, Incident Response, Python"
Digital Marketing Specialist,Digital Marketing,Amazon,8 LPA,"SEO, SEM, Google Analytics, Email Marketing, Content Marketing"
DevOps Engineer,DevOps,Cisco,24 LPA,"Linux, Kubernetes, Docker, Jenkins"
Data Analyst,Data Science,Microsoft,30 LPA,"Tableau, Statistics, Python, Excel"
Backend Developer,Web Development,Amazon,15 LPA,"SQL, Flask, Git, Django, Python, APIs, Next.js"
Backend Developer,Web Development,IBM,12 LPA,"APIs, SQL, Django, Flask"
Backend Developer,Web Development,Accenture,12 LPA,"Flask, Python, SQL, Git, Bootstrap"
Senior Data Scientist,Data Science,Microsoft,20 LPA,"Python, TensorFlow, SQL, Machine Learning, Pandas, Hadoop"
Security Analyst,Cybersecurity,Google,22 LPA,"Incident Response, Python, Ethical Hacking, Network Security"
Security Analyst,Cybersecurity,Meta,22 LPA,"Firewall Management, Ethical Hacking, Network Security, Python"
Security Analyst,Cybersecurity,Google,22 LPA,"Ethical Hacking, Network Security, Python, Incident Response, Firewall Management"
Senior Data Scientist,Data Science,Meta,30 LPA,"SQL, Pandas, Data Analysis, TensorFlow, Python, PySpark"
Frontend Developer,Web Development,Capgemini,18 LPA,"Responsive Design, HTML, JavaScript, Git, CSS, Next.js"
Java Developer,Software Engineering,Microsoft,14 LPA,"Data Structures, OOP Concepts, Maven, Java, Spring Boot, SQL"
Data Analyst,Data Science,Microsoft,25 LPA,"Python, Tableau, SQL, Data Visualization, Statistics"
Database Administrator,Database Management,Cisco,18 LPA,"Oracle, Backup and Recovery, Database Design, SQL, Performance Tuning"
Cloud Engineer,Cloud Computing,Meta,28 LPA,"Terraform, Linux, Cloud Security, AWS, Docker, GCP"
Senior Data Scientist,Data Science,TCS,30 LPA,"Python, Pandas, Statistics, SQL, Data Analysis, Machine Learning, TensorFlow"
Senior Data Scientist,Data Science,Microsoft,30 LPA,"Python, Pandas, Data Analysis, TensorFlow, SQL, Statistics, Machine Learning"
Digital Marketing Specialist,Digital Marketing,Google,12 LPA,"SEM, Content Marketing, SEO, Social Media Marketing"
Database Administrator,Database Management,Capgemini,15 LPA,"Oracle, Backup and Recovery, Database Design, Performance Tuning, PostgreSQL"
Backend Developer,Web Development,IBM,18 LPA,"Flask, Git, Django, Python, SQL"
Database Administrator,Database Management,IBM,18 LPA,"Backup and Recovery, Performance Tuning, Oracle, Database Design"
Security Analyst,Cybersecurity,Accenture,30 LPA,"Python, Network Security, Ethical Hacking, Incident Response, Firewall Management, Cryptography"
Security Analyst,Cybersecurity,Google,22 LPA,"Firewall Management, Network Security, Python, Incident Response"
Security Analyst,Cybersecurity,Accenture,30 LPA,"Firewall Management, Incident Response, Network Security, Ethical Hacking, Python, SIEM"
Senior Data Scientist,Data Science,Deloitte,30 LPA,"Machine Learning, TensorFlow, Pandas, Statistics, SQL, Python"
Data Analyst,Data Science,Infosys,25 LPA,"Python, Statistics, Tableau, SQL, Data Visualization, Excel"
Backend Developer,Web Development,IBM,15 LPA,"SQL, APIs, Python, Flask, Django, Git, Next.js"
DevOps Engineer,DevOps,TCS,24 LPA,"Jenkins, AWS, Kubernetes, Linux, CI/CD, Docker"
Security Analyst,Cybersecurity,Infosys,26 LPA,"Firewall Management, Incident Response, Network Security, Cryptography"
Cloud Engineer,Cloud Computing,TCS,25 LPA,"Linux, Docker, AWS, Kubernetes, Azure"
Cloud Engineer,Cloud Computing,Infosys,32 LPA,"Kubernetes, AWS, Linux, Cloud Security, Docker, Terraform"
Frontend Developer,Web Development,Accenture,12 LPA,"Git, Responsive Design, HTML, CSS, JavaScript, React, Bootstrap"
Backend Developer,Web Development,Cisco,12 LPA,"Django, Python, Git, Flask, SQL, APIs, Bootstrap"
DevOps Engineer,DevOps,Meta,28 LPA,"Linux, AWS, Jenkins, Docker, Kubernetes, CI/CD"
Digital Marketing Specialist,Digital Marketing,Cisco,10 LPA,"Google Analytics, SEO, Email Marketing, Content Marketing, SEM"
Security Analyst,Cybersecurity,Capgemini,26 LPA,"Network Security, Incident Response, Ethical Hacking"
Cloud Engineer,Cloud Computing,Google,28 LPA,"Kubernetes, Linux, Cloud Security, Terraform, AWS, Docker, GCP"
AI Engineer,Artificial Intelligence,Microsoft,25 LPA,"Python, TensorFlow, Deep Learning, PyTorch"
Data Analyst,Data Science,Capgemini,30 LPA,"Tableau, Python, Statistics, Excel"
Security Analyst,Cybersecurity,Meta,22 LPA,"Ethical Hacking, Python, Network Security, Firewall Management, Cryptography"
Java Developer,Software Engineering,Amazon,18 LPA,"Spring Boot, OOP Concepts, Maven, Java"
AI Engineer,Artificial Intelligence,Meta,35 LPA,"Computer Vision, Deep Learning, NLP, PyTorch"
Cloud Engineer,Cloud Computing,Capgemini,25 LPA,"Linux, Cloud Security, AWS, Kubernetes, Terraform, Docker"
Backend Developer,Web Development,IBM,18 LPA,"Git, APIs, Flask, Python"
Business Analyst,Business Analysis,Meta,16 LPA,"Business Analysis, Excel, Power BI, SQL, Tableau, Agile Methodology"
Frontend Developer,Web Development,Capgemini,12 LPA,"Responsive Design, JavaScript, Git, HTML"
Java Developer,Software Engineering,Google,14 LPA,"Spring Boot, Java, SQL, OOP Concepts, Maven, Data Structures"
Frontend Developer,Web Development,Cisco,12 LPA,"CSS, React, Git, JavaScript, Responsive Design, HTML"
DevOps Engineer,DevOps,Infosys,24 LPA,"Docker, Kubernetes, CI/CD, AWS, Linux"
Database Administrator,Database Management,TCS,20 LPA,"SQL, Database Design, Performance Tuning, Oracle"
Senior Data Scientist,Data Science,Microsoft,25 LPA,"TensorFlow, Python, SQL, Pandas, Statistics, Machine Learning, PySpark"
Digital Marketing Specialist,Digital Marketing,Microsoft,8 LPA,"SEO, Content Marketing, SEM"
DevOps Engineer,DevOps,Microsoft,28 LPA,"Docker, Kubernetes, CI/CD, Jenkins, AWS"
Frontend Developer,Web Development,Accenture,15 LPA,"JavaScript, HTML, React, Git"
Business Analyst,Business Analysis,Microsoft,14 LPA,"Business Analysis, Power BI, Tableau, Excel, SQL"
Cloud Engineer,Cloud Computing,Capgemini,28 LPA,"Cloud Security, Terraform, Docker, Linux, AWS, Kubernetes"
Digital Marketing Specialist,Digital Marketing,Amazon,12 LPA,"SEM, Content Marketing, SEO"
Java Developer,Software Engineering,Google,18 LPA,"Data Structures, SQL, Spring Boot, Java, Maven, OOP Concepts"
Business Analyst,Business Analysis,Microsoft,14 LPA,"Business Analysis, Excel, Requirement Gathering, Power BI"
DevOps Engineer,DevOps,IBM,32 LPA,"Docker, CI/CD, Linux, Jenkins, AWS, Kubernetes, Ansible"
Senior Data Scientist,Data Science,Deloitte,25 LPA,"Statistics, Pandas, Machine Learning, TensorFlow, Data Analysis, SQL"
Backend Developer,Web Development,Cisco,18 LPA,"Flask, SQL, Django, Python, APIs, Git"
AI Engineer,Artificial Intelligence,Capgemini,30 LPA,"Deep Learning, Computer Vision, Python, NLP"
Cloud Engineer,Cloud Computing,Capgemini,28 LPA,"Cloud Security, Kubernetes, Docker, Linux, AWS"
Java Developer,Software Engineering,Deloitte,18 LPA,"Java, Data Structures, Maven, OOP Concepts, Spring Boot"
Backend Developer,Web Development,Capgemini,15 LPA,"Python, Git, SQL, APIs, Flask"
Backend Developer,Web Development,Meta,18 LPA,"SQL, Git, Django, Flask, Python"
Cloud Engineer,Cloud Computing,Microsoft,32 LPA,"Linux, Cloud Security, Docker, Terraform, Kubernetes, GCP"
DevOps Engineer,DevOps,Infosys,28 LPA,"Kubernetes, AWS, Linux, Jenkins"
Digital Marketing Specialist,Digital Marketing,Infosys,8 LPA,"Email Marketing, SEM, Google Analytics"
Database Administrator,Database Management,Infosys,15 LPA,"Database Design, Backup and Recovery, SQL, Oracle"
Digital Marketing Specialist,Digital Marketing,Google,8 LPA,"SEO, Email Marketing, SEM, Social Media Marketing"
Data Analyst,Data Science,Accenture,25 LPA,"Data Visualization, Excel, Statistics, Python"
Java Developer,Software Engineering,Google,18 LPA,"Maven, Spring Boot, OOP Concepts, Data Structures, Hibernate"
AI Engineer,Artificial Intelligence,Accenture,30 LPA,"Deep Learning, Python, Computer Vision, TensorFlow"
DevOps Engineer,DevOps,IBM,28 LPA,"CI/CD, AWS, Jenkins, Linux"
AI Engineer,Artificial Intelligence,Meta,35 LPA,"Computer Vision, Deep Learning, TensorFlow, NLP, Python, PyTorch"
DevOps Engineer,DevOps,TCS,28 LPA,"AWS, Linux, Jenkins, CI/CD, Docker"
Backend Developer,Web Development,Meta,15 LPA,"SQL, Django, Flask, Python, Git, APIs"
DevOps Engineer,DevOps,Deloitte,28 LPA,"Jenkins, CI/CD, Linux, Docker, Ansible"
Backend Developer,Web Development,Infosys,15 LPA,"SQL, Git, APIs, Django, Flask, Python, Bootstrap"
Java Developer,Software Engineering,Capgemini,20 LPA,"Maven, Java, OOP Concepts, Spring Boot, Data Structures"
AI Engineer,Artificial Intelligence,IBM,35 LPA,"NLP, Python, Computer Vision"
AI Engineer,Artificial Intelligence,TCS,25 LPA,"Deep Learning, Python, TensorFlow"
Cloud Engineer,Cloud Computing,Capgemini,25 LPA,"Terraform, Linux, Cloud Security, AWS, Kubernetes, Docker"
Java Developer,Software Engineering,TCS,14 LPA,"Data Structures, SQL, Maven, Java"
Backend Developer,Web Development,IBM,18 LPA,"APIs, SQL, Flask, Django, Python, Git"
Digital Marketing Specialist,Digital Marketing,Google,10 LPA,"Email Marketing, Google Analytics, SEO, Social Media Marketing"
Database Administrator,Database Management,Google,20 LPA,"SQL, Backup and Recovery, Database Design, PostgreSQL"
DevOps Engineer,DevOps,Capgemini,28 LPA,"Jenkins, AWS, CI/CD, Linux, Docker"
Security Analyst,Cybersecurity,Amazon,30 LPA,"Network Security, Ethical Hacking, Python, Firewall Management"
AI Engineer,Artificial Intelligence,Deloitte,25 LPA,"Computer Vision, Python, NLP, Deep Learning"
Java Developer,Software Engineering,Capgemini,18 LPA,"Java, Data Structures, OOP Concepts, Spring Boot, SQL"
AI Engineer,Artificial Intelligence,Cisco,30 LPA,"Deep Learning, Python, Computer Vision, NLP, PyTorch"
Java Developer,Software Engineering,Amazon,14 LPA,"OOP Concepts, Maven, SQL, Spring Boot"
Backend Developer,Web Development,Amazon,15 LPA,"Git, Flask, APIs, SQL"
